-4.679960012435913086e-01,-1.207643270492553711e+00,1.984458714723587036e-01,-1.932714283466339111e-01,-4.390353262424468994e-01,-1.687377929687500000e+00,-9.230229854583740234e-01,-9.193387031555175781e-01,-1.019305706024169922e+00,-4.188149869441986084e-01,-1.584252595901489258e+00,-5.992105007171630859e-01,-7.524715662002563477e-01,2.113204002380371094e-01,-1.196804642677307129e+00,1.188527196645736694e-01,-6.098539829254150391e-01,-6.284321546554565430e-01,-9.172238111495971680e-01,-9.080552458763122559e-01,-1.542345523834228516e+00,-7.539254426956176758e-01,3.814259469509124756e-01,-5.455219149589538574e-01,6.427487134933471680e-01
7.007135152816772461e-01,6.038188338279724121e-01,2.161462903022766113e-01,3.255371451377868652e-01,-4.936506599187850952e-02,-2.325831174850463867e+00,1.488433182239532471e-01,-7.795243263244628906e-01,2.652108669281005859e-04,2.408869415521621704e-01,-9.627897143363952637e-01,1.379912853240966797e+00,-2.553940415382385254e-01,-1.611274480819702148e-02,4.909504652023315430e-01,2.716467976570129395e-01,1.142485141754150391e+00,3.431392908096313477e-01,-1.124790310859680176e-01,-8.062564134597778320e-01,-1.335046052932739258e+00,1.197246789932250977e+00,1.426856040954589844e+00,6.321340799331665039e-02,5.155594348907470703e-01
8.478720188140869141e-01,-1.525781273841857910e+00,-1.073946952819824219e+00,-2.896716594696044922e-01,-1.746466279029846191e+00,-4.836098253726959229e-01,-6.806430816650390625e-01,2.596465051174163818e-01,-7.560182809829711914e-01,-1.113911032676696777e+00,1.598276048898696899e-01,1.281376719474792480e+00,-4.400396645069122314e-01,-1.055718541145324707e+00,-8.393396139144897461e-01,-6.056089699268341064e-02,5.990684032440185547e-03,5.396510958671569824e-01,-9.223825931549072266e-01,-8.673455715179443359e-01,-1.817854523658752441e+00,1.423637151718139648e+00,1.595270872116088867e+00,-3.434058427810668945e-01,-8.162787556648254395e-02
2.150097131729125977e+00,-1.318280696868896484e+00,-1.073941230773925781e+00,-9.141902923583984375e-01,1.062553405761718750e+00,-4.534719586372375488e-01,7.890887856483459473e-01,-8.348237872123718262e-01,-6.243996620178222656e-01,-2.580392062664031982e-01,-1.115981340408325195e+00,-2.511124610900878906e+00,6.243298053741455078e-01,-9.761507511138916016e-01,-3.656168282032012939e-01,-6.657046079635620117e-02,-2.101263046264648438e+00,-7.931639254093170166e-02,-8.420011401176452637e-02,1.922118067741394043e+00,-2.645988762378692627e-02,-1.328432679176330566e+00,-4.334272444248199463e-02,-6.424204111099243164e-01,-1.032544374465942383e+00
-1.014298915863037109e+00,-7.252753973007202148e-01,-3.899213373661041260e-01,-2.174147963523864746e-02,-1.308652639389038086e+00,-5.641953945159912109e-01,-1.318489015102386475e-01,1.718041300773620605e-01,-7.929383516311645508e-01,-4.000351130962371826e-01,-1.842607736587524414e+00,7.278931140899658203e-01,2.424359470605850220e-01,5.799100399017333984e-01,4.214708805084228516e-01,-7.531418800354003906e-01,4.898858070373535156e-02,-8.792234063148498535e-01,-1.972410440444946289e+00,-1.855189800262451172e+00,-2.452486515045166016e+00,6.545699238777160645e-01,9.135710597038269043e-01,-5.025132894515991211e-01,1.276543736457824707e-01
2.093919515609741211e+00,-1.244673609733581543e+00,-1.013489365577697754e+00,-1.217149853706359863e+00,-9.778198599815368652e-01,-1.488492965698242188e+00,8.535058498382568359e-01,4.497075825929641724e-02,-1.179832100868225098e+00,-1.147075653076171875e+00,-1.356643319129943848e+00,-2.909037470817565918e-01,-1.232867956161499023e+00,7.490759491920471191e-01,-5.315789580345153809e-01,-1.489809513092041016e+00,-1.981557250022888184e+00,-7.094684839248657227e-01,-3.797622323036193848e-01,1.061491370201110840e+00,-1.702660560607910156e+00,-1.325385451316833496e+00,-1.363013148307800293e+00,-5.760184526443481445e-01,2.602129429578781128e-02
1.759387850761413574e+00,1.630258083343505859e+00,2.321689605712890625e+00,1.694352030754089355e+00,8.593611717224121094e-01,1.103404521942138672e+00,2.305385589599609375e+00,1.034513950347900391e+00,1.235116243362426758e+00,2.095482826232910156e+00,3.853870332241058350e-01,-1.419123530387878418e+00,-7.715315222740173340e-01,-1.375094294548034668e+00,6.319549679756164551e-02,7.383254170417785645e-01,2.308790445327758789e+00,-2.228176146745681763e-01,6.508270502090454102e-01,1.242273807525634766e+00,1.889830827713012695e+00,-1.804394364356994629e+00,-1.429480075836181641e+00,-9.270773530006408691e-01,-1.456208825111389160e+00
-2.332853317260742188e+00,3.601043224334716797e+00,-1.658588647842407227e+00,-2.581834554672241211e+00,-2.071876525878906250e+00,-2.417298078536987305e+00,-1.551357269287109375e+00,-6.363644599914550781e-01,-1.182909369468688965e+00,-1.516731142997741699e+00,-2.761323213577270508e+00,1.452648758888244629e+00,-1.985376238822937012e+00,-5.358094573020935059e-01,-1.563655972480773926e+00,-6.085229516029357910e-01,-1.796764850616455078e+00,-7.582746148109436035e-01,-2.349404573440551758e+00,-1.888445138931274414e+00,-1.427123546600341797e+00,-7.097356319427490234e-01,-1.603175640106201172e+00,-6.021235585212707520e-01,-8.239376544952392578e-01
1.070657730102539062e+00,-4.799228906631469727e-01,-1.425693482160568237e-01,-9.285053014755249023e-01,-1.035651206970214844e+00,-1.688270092010498047e+00,-7.640480995178222656e-03,-9.287466406822204590e-01,-6.258767247200012207e-01,-3.196492791175842285e-01,-1.638413906097412109e+00,1.232498645782470703e+00,1.225684881210327148e-01,-1.426185369491577148e-01,-3.932913541793823242e-01,1.723180413246154785e-01,1.635328829288482666e-01,8.908200263977050781e-02,-1.460235357284545898e+00,-2.788480818271636963e-01,-7.234570384025573730e-01,-1.312713921070098877e-01,9.632796049118041992e-01,-7.058462500572204590e-01,-1.659378558397293091e-01
2.457561731338500977e+00,-1.295185208320617676e+00,-5.967739224433898926e-01,-2.036298751831054688e+00,-6.328967213630676270e-02,-5.607087016105651855e-01,-2.989063858985900879e-01,-7.827349901199340820e-01,-5.893819332122802734e-01,2.459568083286285400e-01,-6.638529896736145020e-01,-2.467825412750244141e+00,1.464592516422271729e-01,-1.210759878158569336e+00,-1.368189334869384766e+00,-8.179435133934020996e-02,-2.062639951705932617e+00,1.025525093078613281e+00,-5.293582677841186523e-01,1.736801743507385254e+00,-5.173470973968505859e-01,-6.655947566032409668e-01,-1.242355585098266602e+00,-1.465451717376708984e-02,1.465612798929214478e-01
3.521819114685058594e-01,-1.500035643577575684e+00,-1.146060228347778320e+00,-1.692313432693481445e+00,-8.414969444274902344e-01,-1.931710362434387207e+00,-1.574377894401550293e+00,-7.941686511039733887e-01,-7.598669528961181641e-01,-4.944598078727722168e-01,-1.288609027862548828e+00,-4.851474761962890625e-01,-1.597372055053710938e+00,-8.119359612464904785e-02,-1.252036690711975098e-01,1.663203835487365723e-01,-2.861965000629425049e-01,6.390231251716613770e-01,-1.237766623497009277e+00,-8.364734649658203125e-01,-1.779558181762695312e+00,-2.213600873947143555e-01,9.505161643028259277e-01,-7.130350470542907715e-01,4.029511213302612305e-01
